num_image,nom_produit,description,origine,vente,type_produit,,
527,Rhum blanc Bologne,"Rhum connu pour la qualité de ses produits agricoles, il a une saveur fruitées,ananas, litchi,agrumes, cannes fraîche, pomme surette; florales,roses rouge et fleurs blanches; épicés,cannelle,muscade et marine,légère touche iodée.",Guadeloupe,Unité,Boisson,,
528,Rhum blanc Clément,"Fabriquer à base de jus de canne à sucre très aromatisé, il a un degré d'alcool de 50% et intervient dans la préparation des cocktails ou Punchs pour être bien dégusté.",Martinique,Unité,Boisson,,
529,Rhum blanc Damoiseau,"De type Rhum agricole, il a un teneur d'alcool de 50%, et se distingue par sa richesse aromatique, marquée par de délicates notes sucrées,florales et épicées.",Guadeloupe,Unité,Boisson,,
530,Rhum blanc Isautier,Ce rhum est fabriqué à partir de mélasse avec une senteur agréable d'amandes amères et d'épices. Taux d'alcool de 49%.,Réunion,Unité,Boisson,,
531,Rhum blanc la Belle Cabresse,Rhum agricole originaire de Guyane française. C'est un rhum fruité avec un taux d'alcool de 50%.,Guyane française,Unité,Boisson,,
532,Rhum blanc Trois Rivières,"C'est un rhum agricole de Martinique. Il est élaboré avec un grand soin afin de donner le meilleur des rhums.Il est souple, dense et suave avec des arômes de sucre chaud, de banane mûre et du lait de coco. Taux d'alcool 50%.",France,Unité,Boisson,,
533,Rhum la Favorite Cœur de canne,"Ce rhum au goût naturellement sucré,avec un arôme de cannes fraîches, agrumes et fleurs blanches. Tout pour le bonheur des amoureux de rhum. 50% de teneur en alcool.",Martinique,Unité,Boisson,,
534,Rhum l'authentique la Favorite,"C'est un rhum agricole, produit selon les techniques artisanales avec ingrédients de base la canne à sucre et les agrumes, donnant ainsi au rhum une saveur et un arôme spécial.",France,Unité,Boisson,,
535,Vin mousseux Paul Bréhan col rouge,"C'est un vin moyennement sec qui s'accompagne de viandes ou de fromages pour des saveurs intenses. 10,5% d'alcool pour une contenance de 75 cl",France,Unité,Boisson,,
536,Vin mousseux Paul Bréhan Litchi,"C'est un vin moyennement sec qui s'accompagne de viandes ou de fromages pour des saveurs intenses. 10,5% d'alcool pour une contenance de 75 cl",France,Unité,Boisson,,
537,Vin mousseux Paul Bréhan Rosé,"Moyennement sec avec 10,5 % d'alcool et 75 cl de contenance.C'est bon vin recomandé pour les célébrations et autres. ",France,Unité,Boisson,,
538,Canette Goyave,C'est une boisson fabriquée à base de purée de goyave. A prendre très frais de préférence.,Allemagne,Unité,Boisson,,
539,Canette Litchi,"Une boisson aux fruits,rafraichissante et légère à la dégustation.  A prendre pour se faire plaisir.",Allemagne,Unité,Boisson,,
540,Caresse antillaise ananas-coco,C'est une boisson fruitée à base d'ananas et du lait de coco. A consommer frais et à placer  au réfrigérateur après l'ouverture.,Antilles,Unité,Boisson,,
541,Caresse antillaise corossol,"Avec une contenance de 1L, c'est un jus rafraichissant et a une saveur  qui est très apprécié aux Antilles.",Antilles,Unité,Boisson,,
542,Caresse antillaise goyave rose,C'est une boisson fruitée qui est fabriquée à base de goyaves roses. Un fruit tropical qui est cultivé par les antillaises.,Antilles,Unité,Boisson,,
543,Caresse antillaise fruit de la passion,"C'est un jus rafraichissant, au saveur fruitée de fruit de la passion. A boire frais.Contenance 1L",Antilles,Unité,Boisson,,
544,Caresse antillaise prune de Cythère,Une boisson fait à base du prune de Cythère ou pomme de Cythère. Elle est appréciée leur saveur un peu spéciale. Contenance 1L.,Antilles,Unité,Boisson,,
545,Eau gazeuse Didier,"C'est une eau  naturelle gazeuse. Elle provient du versant sud-est des Pitons du Carbet. Elle se boit frais lors d'un repas. Avec une contenance de 1,5L.",Martinique,Unité,Boisson,,
546,Fanta cocktail 1.5 I,C'est une boisson gazeuse au parfum cocktail.,Allemagne,Unité,Boisson,,
547,"Fanta orange 1,5L",C'est une boisson gazeuse au parfum orange.,Allemagne,Unité,Boisson,,
548,Freez ananas,"Cette boisson est faite à base de fruit d'ananas et du lait de coco. Elle est gazeifiée, riche en saveur et très rafraichissante. Bouteille de 275ml.",Liban,Unité,Boisson,,
549,Freez pêche,"Cette boisson est faite à base de fruit de pêche et de mangue. Elle est gazeifiée, riche en saveur, très rafraichissante et contenue dans une bouteille de 275ml.",Liban,Unité,Boisson,,
550,Kola Champion 2 L,C'est une boisson gazeuse. Soda aux extraits végétaux. Parfum coca et une contenance de 2L.,France,Unité,Boisson,,
551,Kola Champion canette,C'est une boisson gazeuse sucrée. Soda aux extraits de kola carabéen. Parfum coca et une contenance de 33cl.,France,Unité,Boisson,,
552,Kola Gwada Guadeloupe 2 L,Boisson gazeuse au saveur de kola. Elle est fabriquée à Guadeloupe. Une boisson vendue permette de venir en aide aux jeune musiciens. ,Guadeloupe,Unité,Boisson,,
553,Limonade Bonbon anglais,"C'est une boisson composée d'eau gazeuse, sucre, acidifiant. A boire frais pour se déshaltérer. Adapter pour les enfants comme  les adultes.",Madagascar,Unité,Boisson,,
554,Limonade Cot américain 1.5 L,"Est une limonade avec pour ingrédients principals; sucre, vanille, citron. Elle est prise pour accompagner les sandwichs et autres. Elle se présente dans une bouteille en plastique de 1,5L",La Réunion,Unité,Boisson,,
555,Limonade Cot ananas 1.5 L,"Est une boisson rafraichissante, parfum ananas et elle est très appréciée chez les enfants comme chez les adultes. Contenance 1,5L.",La Réunion,Unité,Boisson,,
556,Limonade Cot citron 1.5 L,"C'est une limonade au goût citron.Elle se présente dans une bouteille en plastique de 1,5L.",La Réunion,Unité,Boisson,,
557,Limonade Cot grenadine 1.5 L,"Une limonade au parfum grenadine. 1,5L de contenance.",La Réunion,Unité,Boisson,,
558,Limonade Cot Portello 1.5 L,Elle est mieux adaptée pour faire d'une pièrre deux coups; plein d'énergie et se rafraîchir. ,La Réunion,Unité,Boisson,,
559,Limonade L’Ordinaire canette,Une limonade aux arômes naturels d'anis. A prendre au frais pour se désaltére. Canette de 33cl.,Martinique,Unité,Boisson,,
560,Limonade L'Ordinaire Martinique 1.5 L,Une limonade aux arômes naturels d'anis. A prendre au frais pour se désaltére.,Martinique,Unité,Boisson,,
561,Long Horn energy drink canette 25 cl,Une boisson énergisante à base de taurine. Elle est en canette de 25cl.,Guadeloupe,Unité,Boisson,,
562,Maaza litchi,C'est une boisson naturelle à base de litchi. Elle a un goût frais et savoureux. Contenance 33cl.,Inde,Unité,Boisson,,
563,Maaza mangue,C'est un jus naturel à base de mangue. Elle a un goût frais et savoureux. Contenance 33cl.,Inde,Unité,Boisson,,
564,Malta Guiness Nigéria bouteille,"C'est une boisson de couleur ambrée, de type bière spéciale sans alcool. Elle se présente dans une bouteille en verre avec une capsule en couronne et a une contenance de 0,33L.",Nigéria,Unité,Boisson,,
565,Malta Guiness Nigéria canette,"C'est une boisson de couleur ambrée, de type bière spéciale sans alcool. Canette de 33cl.",Nigéria,Unité,Boisson,,
566,Malta Guiness Nigéria pack 4,"C'est une boisson de couleur ambrée, de type bière spéciale sans alcool. Elle se présente dans une bouteille en verre avec une capsule en couronne et a une contenance de 0,33L * ( 4 ).",,,,,
567,Mogu Mogu ananas,"Cette boisson de 32cl vous surprendra par ses saveurs uniques d'ananas, mélangées au croquant de la nata de coco. Elle vous laissera sans voix une fois dégustée.",Thaïlande,Unité,Boisson,,
568,Mogu Mogu litchi,"Une boisson à base de jus de litchi et de nata de coco, est un pur délice. Contenance 32cl.",Thaïlande,Unité,Boisson,,
569,Mont Pelé nectar ananas-goyave,C'est un jus concentré et puré d'ananas et de goyave. Elle se presente dans une canette de 50cl.,Martinique,Unité,Boisson,,
570,Mont Pelé nectar mangue,"C'est un jus aux fruits naturels. Avec pour principal ingrédient mangue, eau, suicre, acidifiant. Il se présente dans un carton de 1l.",Martinique,Unité,Boisson,,
571,Royal soda ananas 2 L,C'est une boisson gazeuse à la saveur ananas. Contenance 2L,Antilles,Unité,Boisson,,
572,Royal soda ananas 50 cl,C'est une boisson gazeuse à la saveur ananas. Contenance 50cl,antilles,Unité,Boisson,,
573,Neho Likors,"C'est une liqueur artisanale aromatisée, obtenue par la distillation du vin de palme (Sodabi) et des fruits locaux. ",Togo,Unité,Boisson,,
574,Royal soda anis 2 L,Boisson gazeuse rafraîchissante aux parums d'anis. Contenance 2l.,Martinique,Unité,Boisson,,
575,Royal soda anis 50 CL,Boisson gazeuse rafraîchissante aux parums d'anis. Contenance 50cl.,Martinique,Unité,Boisson,,
576,Royal soda banane 2 L,C'est une boisson gazeuse rafraîchissante aux parums de banane. Contenance 2l.,Martinique,Unité,Boisson,,
577,Royal soda banane 50 cl,C'est une Boisson gazeuse rafraîchissante aux parums de banane. Contenance 50cl.,Martinique,Unité,Boisson,,
578,Royal soda citron 2 L,Boisson gazeuse rafraîchissante aux saveurs de citron. Contenance 2l.,Martinique,Unité,Boisson,,
579,Royal soda citron 50 cl,Boisson gazeuse rafraîchissante aux saveurs de citron. Contenance 50cl.,Martinique,Unité,Boisson,,
580,Royal soda grenadine 2 L,C'est une boisson gazeuse rafraîchissante aux saveurs de grenadine. Contenance 2l.,Martinique,Unité,Boisson,,
581,Royal soda grenadine 50 cl,C'est une boisson gazeuse rafraîchissante aux saveurs de grenadine. Contenance 50cl.,Martinique,Unité,Boisson,,
582,Royal soda kampane 2 L,C'est une boisson gazeuse rafraîchissante aux saveurs de kampane. Contenance 2l.,Martinique,Unité,Boisson,,
583,Royal soda kampane 50 cl,C'est une boisson gazeuse rafraîchissante aux saveurs de kampane. Contenance 50cl.,Martinique,Unité,Boisson,,
584,Royal soda tonic 50 cl,Boisson utilisée dans la composition des cocktails et peut être prise seule pour se rafraîchir. Elle se présente dans une bouteille en plastique de 50cl.,Martinique,Unité,Boisson,,
585,Royal soda tonic 2 L,"Boisson utilisée dans la composition des cocktails, elle peut être prise seule pour se rafraîchir. Elle se présente dans une bouteille en plastique de 2L.",Martinique,Unité,Boisson,,
586,Sirop de batterie Dormoy,"Il est obtenu grâce à la cuisson du jus de canne à sucre et intervient dans la composition des Ti-punchs, cocktails. C'est un accompagnement pour les rhums.",Martinique,Unité,Boisson,,
587,Sirop de canne Dormoy,"Sirop de choix pour les cocktails, Ti-punchs et rhums blancs. Il est fabriqué à base du pur sucre de canne et de gousses de vanille. Contenance 50cl.",Martinique,Unité,Boisson,,
588,Sirop de gingembre Bella 50 cl,"Boisson à base de jus de gingembre, citron vert, sucre, épices. Elle est nutritive et apporte de l'énergie. Contenance 50cl.",France,Unité,Boisson,,
589,Sirop de gingembre Bella 1 L,"Boisson à base de jus de gingembre, citron vert, sucre, épices. Elle est nutritive et apporte de l'énergie. Contenance 1L.",France,Unité,Boisson,,
590,TOP citron 60 cl,C'est une boisson à la saveur de citron. Elle a une contenance de 60cl. ,Cameroun,Unité,Boisson,,
591,TOP grenadine 60 cl,Une boisson au saveur de grenadine avec une contenance de 60cl.,Cameroun,Unité,Boisson,,
592,TOP pamplemousse 60 cl,C'est une boisson à la saveur de pamplemousse. Elle est contenue dans une bouteille de 60cl.,Cameroun,Unité,Boisson,,
593,TOP ananas 60 cl,C'est une boisson à la saveur de l'ananas. Elle est contenue dans une bouteille de 60cl.,Cameroun,Unité,Boisson,,
594,Vaval canette 33 cl,C'est une boisson gazeuse à la saveur exotique. Elle est issue d'un mélange de fruits. A boire frais.,Martinique,Unité,Boisson,,
595,Vimto 2 l,C'est une boisson gazeuse aux arômes de fruits et au goût de bissap. Elle est intensément caramélisée et rafraîchissante. Bouteille de 2L.,France,Unité,Boisson,,
596,Vimto 50 cl,C'est une boisson gazeuse aux arômes de fruits et au goût de bissap. Elle est intensément caramélisée et rafraîchissante. Bouteille de 50cl.,France,Unité,Boisson,,
597,Vimto canette 33 cl,C'est une boisson gazeuse aux arômes de fruits et au goût de bissap. Elle est intensément caramélisée et rafraîchissante. Contenance 33cl.,France,Unité,Boisson,,
598,Vitamalt classic 33 cl,"C'est une boisson sans alcool, qui est très riche en sels minéraux et en vitamines B. Contenance de 33cl.",Danemark,Unité,Boisson,,
599,Vitamalt classic 33 cl Pack,"C'est une boisson sans alcool, qui est très riche en sels minéraux et en vitamines B. Contenance de 33cl *6.",Danemark,Unité,Boisson,,
600,Vitamalt gingembre 33 cl Pack,C'est une boisson énergisante. Elle est appréciée pour ses vertus tonifiantes et stimulantes. Et se présente dans une bouteille de 33cl * 6.,Danemark,Unité,Boisson,,
601,Vitamalt gingembre 33 cl,C'est une boisson énergisante. Elle est appréciée pour ses vertus tonifiantes et stimulantes. Et se présente dans une bouteille de 33cl.,Danemark,Unité,Boisson,,
602,Activateur boucles et vagues Scurl,C'est une crème utilisée pour obtenir les cheveux bouclés ou ondulés.,Etats Unis,Unité,Cosmétiques,,
603,"Arachides grillées 0,5L","Elles sont dépellicullées, grillées au four ou sur feu ensuite salées. Elles sont riches en protéines végétales. Contenance 0,5L.","Argentine, Amérique du sud",Unité,Légumore,,
604,,,,,,,
605,Arachides sucrées 1L,"Elle est réalisée à base de l'arachide, de l'eau et du sucre. Un amuse-gueule très appréciée en Afrique de l'ouest. Contenance 1L.","Argentine, Amérique du sud",Unité,Légumore,,
606,Arachides grillées 1L,"Elles sont dépellicullées, grillées au four ou sur feu ensuite salées. Elles sont riches en protéines végétales. Contenance 1L.","Argentine, Amérique du sud",Unité,Légumore,,
607,,,,,,,
608,Zomi/ Huile de palme du Togo,C'est une huile fabriquée à base noix de palme. Très utilisé en cuisine pour la réalisation de certains plats africains.,Togo,Unité,Condiments et Epices,,
609,TAROTS,"Encore appelé racine de madère ou songe, est un tubercule qui est planté en régions tropicales. Il peut être consommé cuit avec de l'eau ou fumé.",Birmanie,Unité,Tubercule,,
610,Piments végétariens.,C'est une piment qui est utilisé en cuisine pour son arôme.,Amérique du Sud,Au poids,Condiments et Epices,,
611,Folly konme (farine de dokounou),Elle est fabriquée à base du manioc frais moulu. Elle intervient dans la préparation de kom.,Togo,Au poids,Tubercule,,
612,"Konmema, ema pour konme /kg","konme, un repas très apprécié au Togo, Bénin et Ghana. Ingrédient principale farine fermantée du maïs",Togo,Au poids,Autres,,
613,Folly akpan (farine de akassa),Réaliser à base de l'amidon du maïs.,Togo,Au poids,Autres,,
614,,,,,,,
615,Lager Boutelle 60 cl,"C'est une bière blonde fabriquée au Togo avec une contenance de 50cl et un taux d'alcool de 4,7% .",Togo,Unité,Boisson,,
616,,,,,,,
617,,,,,,,
618,Youki Pom-Pom Bouteille 60cl,"Boisson aux saveurs de fruits de pommes. Elle est brassée au Togo sur des valeurs, le partage et le plaisir. Contenance 60cl.",Togo,Unité,Boisson,,
619,33 Export Bouteille 60cl,"Bière blonde, elle est brassée à partir de Malt d'Orge et du riz. Taux d'alcool 4,5%. ""Supporteur N°1 du Football""",Cameroun,Unité,Boisson,,
620,Cocktail de fruits Bouteilles 60cl,Boisson fruitée et très rafraîchissante. A prendre de préférence frais. Contenance 60cl.,Togo,Unité,Boisson,,
621,Malta Tonic Bouteille 33cl,"C'est une boisson rafraîchissante, revitalisante et nourrissante. Elle est fabriquée à base de malt  et enrichie en vitamines B1 et B2.",Togo,Unité,Boisson,,
622,Beaufort Canette 60cl,"Bière blonde et limpide en Canette, issue de la fermentation du maïs. Elle contient 5,1% d'alcool, se boit frais  entre 10 et 12 degrés.",Togo,Unité,Boissons,,
623,Flag  Bouteille 60cl,"Bière de la marque blonde, est un pur délice en matière de bière. Avec un taux d'alcool de 5,2% pour une contenance de 65cl. ",Togo,Unité,Boisson,,
624,Pils 33cl Canette,"Brassée depuis 1964 par la Brasserie BB Lomé, elle est une bière blonde avec un taux d'alcool de 5,1%. C'est la bière identitaire du Togolais qui véhicule l'esprit du partage,de convivialité et de fraternité. Canette de 33cl.",Togo,Unité,Boisson,,
625,EPINARD HACHE MAINGOURD 4/4,Epinard en boîte de conserve déjà prêt à l'utilisation. Contenance 4/4 ,France,Unité,Condiments et Epices,,
626,CONCENTRE DE TOMATE 1/2 440GR ROLLI,Fabriquer à base de tomates muries sur la plante avant la récolte. Très apprécier pour qa couleur rouge et sa saveur au fruits de tomates,France,Unité,Condiments et Epices,,
627,CONCENTRE DE TOMATE 4/4 880GR ROLLI,Fabriquer à base de tomates muries sur la plante avant la récolte. Très apprécier pour qa couleur rouge et sa saveur au fruits de tomates,France,Unité,Condiments et Epices,,
628,DOUBLE CONCENTRE DE TOMATE DIEG BOU DIAR 400G,Il est fabriqué à 100% de tomate. Il se presente dans une boîte de concerve de 400g,Sénégal,Unité,Condiments et Epices,,
629,DOUBLE CONCENTRE DE TOMATE DIEG BOU DIAR 800G,Il est fabriqué à 100% de tomate. Il se presente dans une boîte de concerve de 800g,Sénégal,Unité,Condiments et Epices,,
630,PATE D'ARACHIDE DAKATINE 1/2 ,Pâte d'arrachide non sucrée utilisée en cuisine pour la cuisson des sauces ou des amuses gueles. ,France,Unité,Condiments et Epices,,
631,PATE D'ARACHIDE DAKATINE 4/4 ,"Pâte d'arrachide non sucrée utilisée en cuisine pour la cuisson des sauces; elle peut être mélangée avec le miel, sucre, chocalat selon la recette à faire",France,Unité,Condiments et Epices,,
632,"PATE D'ARACHIDE PATE D'ARACHIDE BONMAFE 2,5KG","Fabriquer à base des harachides dépelliculées, dégermées et torréfiées et écrasés. Elle peut être utilsée ainsi ou mélangée avec le sucre ou miel.",Sénégal,Unité,Condiments et Epices,,
633,PATE D'ARACHIDE BONMAFE 500GR,"Fabriquer à base des harachides dépelliculées, dégermées et torréfiées et écrasés. Elle peut être utilsée ainsi ou mélangée avec le sucre ou miel.",Sénégal,Unité,Condiments et Epices,,
634,PATE D'ARACHIDE BONMAFE 5KG,"Fabriquer à base des harachides dépelliculées, dégermées et torréfiées et écrasés. Elle peut être utilsée ainsi ou mélangée avec le sucre ou miel.",Sénégal,Unité,Condiments et Epices,,
635,PATE D'ARACHIDE PCD 500GR,Pâte d'harachide riche en matières grasses végétales,Pays-BAS,Unité,Condiments et Epices,,
636,GHANA FRESH SAUCE GRAINE 1/2 - 400GR,C'est une crème à base de noix de palme et est utilisée pour la préparation de sauces graines. Elle se presente dans une boîte de conserve de 400g. ,GHANA,Unité,Condiments et Epices,,
637,GHANA FRESH SAUCE GRAINE 4/4 - 800GR,C'est une crème à base de noix de palme et est utilisée pour la préparation de sauces graines. Elle se presente dans une boîte de conserve de 800g.,GHANA,Unité,Condiments et Epices,,
638,PRAISE SAUCE GRAINE 400G,"Pâte de noix de palm en boîte de conserve, utilisable pour la sauce graine",Singapour,Unité,Condiments et Epices,,
639,PRAISE SAUCE GRAINE 800G,"Pâte de noix de palm en boîte de conserve, utilisable pour la sauce graine",Singapour,Unité,Condiments et Epices,,
640,SAUCE GRAINE DE PALME MAMA AFRICA 400GR,Fabriquer à des pulpes de fruit de palmier pour la préparation de la sauce graine. Une sauce très appréciée en afrique. ,Côte-d'Ivoire,Unité,Condiments et Epices,,
641,SAUCE GRAINE DE PALME MAMA AFRICA 800GR,Fabriquer à des pulpes de fruit de palmier pour la préparation de la sauce graine. Une sauce très appréciée en afrique.,Côte-d'Ivoire,Unité,Condiments et Epices,,
642,SAUCE GRAINE DE PALME TROFAI 400GR,Sauce graine à base des pulpes de fruits de palme,Côte-d'Ivoire,Unité,Condiments et Epices,,
643,SAUCE GRAINE DE PALME TROFAI 800GR,Sauce graine à base des pulpes de fruits de palme,Côte-d'Ivoire,Unité,Condiments et Epices,,
644,HUILE DE PALME AFP 75CL,Huile à base de palme. Il est de couleur rouge. Utiliser en cuisine pour donner une touche particulière aux plats.,Afrique,Unité,Condiments et Epices,,
645,HUILE DE PALME AFP ZOMI 75CL,Huile à base de palme. Il est de couleur rouge. Utiliser en cuisine pour donner une touche particulière aux plats.,Ghana,Unité,Condiments et Epices,,
646,HUILE DE PALME GUINEE 1L ,,,,,,
647,HUILE DE PALME GUINEE 50CL ,Huile de palme ,Guinée,Unité,Condiments et Epices,,
648,HUILE DE PALME ROUGE MAMA AFRICA 75CL,"100% huile de palme rouge, élaborée dans les conditions d'hygiène les plus rigoureuses pour une saveur des plats traditionnels africains et ailleurs.",Côte-d'Ivoire,Unité,Condiments et Epices,,
649,HUILE DE PALME ROUGE MAMA AFRICA CUBE 1L,"100% huile de palme rouge, élaborée dans les conditions d'hygiène les plus rigoureuses pour une saveur des plats traditionnels africains et ailleurs.",Côte-d'Ivoire,Unité,Condiments et Epices,,
650,HUILE DE PALME ROUGE PALMA 100CL,"Huile de palme rouge Palma est élaborée à partir de fruit du palmier à huile, dans les meilleurs conditions d’hygiène. Apprécier partout en Afrique pour son goût unique. Riche en Vitamine A.",,Unité,Condiments et Epices,,
651,HUILE DE PALME ROUGE PALMA 250ML,"Huile de palme rouge Palma est élaborée à partir de fruit du palmier à huile, dans les meilleurs conditions d’hygiène. Apprécier partout en Afrique pour son goût unique. Riche en Vitamine A.",,Unité,Condiments et Epices,,
652,HUILE DE PALME VILLAGEOISE 50CL,"est fabriqué à partir de fruit du palmier à huile, dans les meilleurs conditions d’hygiène. Apprécier partout en Afrique et en asie pour son goût unique. Elle est utilisée dans certains plats comme le foufou, sauce épinard, alloko, ......",,,,,
653,HUILE DE PALME VILLAGEOISE 75CL L'ORIGINALE,,,,,,
654,HUILE DE PALME VILLAGEOISE 75CL,,,,,,
655,MAYONNAISE BAMA USA 473ML,,,,,,
656,MAYONNAISE BAMA USA 946ML,,,,,,
657,PULPE D'AIL 1KG,,,,,,
658,TOOBA GINGER GARLIC 330GR,,,,,,
659,PUREE DE PIMENT HO LA LA…CA PIQUE 120GR,,,,,,
660,PUREE DE PIMENT EXTRA FORTE 200gr,,,,,,
661,SAUCE HOT PEPPER 85ML GRACE,,,,,,
662,PILCHARDS A LA SAUCE TOMATE GLENRYCK 400GR,,,,,,
663,PILCHARDS A LA SAUCE TOMATE PIQUANTE GLENRYCK 400GR,,,,,,
664,SARDINE A L'HUILE TITUS 125GR,,,,,,
665,SARDINE AU NATUREL GLENRYCK 400GR,,,,,,
666,SARDINE EPICEES A L'HUILE TITUS 125GR,,,,,,
667,SARDINE HUILE VEGETALE ANNY,,,,,,
668,CORNED BEEF EXETER 198GR,,,,,,
669,CORNED BEEF EXETER 340GR,,,,,,
670,Activateur boucles hydratant Scurl 355 ml,,,,,,
671,Activateur boucles hydratant Scurl 710 ml,,,,,,
672,Ampoules capillaires Actipouss,,,,,,
673,Ampoules capillaires Activilong complexe longueur bleu,,,,,,
674,Ampoules capillaires Activilong complexe racines rose,,,,,,
675,Ampoules capillaires revitalisantes et fortifianes Placenta choc,,,,,,
676,Après shampooing Pink,,,,,,
677,Baume démêlant Crinojunior,,,,,,
678,Baume des nerfs Matrix,,,,,,
679,Baume masque Amla legend D & L,,,,,,
680,Beurre karité Cantu cheveu naturel,,,,,,
681,Bobine fil tissage,,,,,,
682,Brosse bois double face,,,,,,
683,Brosse cheveux plastic,,,,,,
684,Cantu natural hair,,,,,,
685,Chouchou,,,,,,
686,Cocoa butter g,,,,,,
687,Conditionneur Just For Me,,,,,,
688,Brosse manche rond gris,,,,,,
689,Couleur Bigen 46,,,,,,
690,Couleur Bigen 48,,,,,,
691,Couleur Bigen 57,,,,,,
692,Couleur Bigen 58,,,,,,
693,Couleur Bigen 59,,,,,,
694,Couleur Dark & Lovely 371,,,,,,
695,Couleur Dark & Lovely 372,,,,,,
696,Couleur Dark & Lovely 373,,,,,,
697,Couleur Dark & Lovely 376,,,,,,
698,Couleur Dark & Lovely 377,,,,,,
699,Couleur Dark & Lovely 378,,,,,,
700,Couleur Dark & Lovely 394,,,,,,
701,Couleur Dark & Lovely 396,,,,,,
702,Couleur Sta So Fro brun marron,,,,,,
703,Couleur Sta So Fro noir,,,,,,
704,Crème beauté Caro light Mama africa,,,,,,
706,"Crème capillaire formula A, B, E Palmers",,,,,,
707,Crème capillaire Olive oil g,,,,,,
708,Crème cocoa butter Quenn Helene,,,,,,
709,Crème coiffage Just For Me,,,,,,
710,Crème de verrouillage Mango & Lime,,,,,,
711,Crème défrisante Revlon cheveu épais,,,,,,
712,,,,,,,
713,,,,,,,
714,,,,,,,
715,,,,,,,
716,,,,,,,
717,,,,,,,
718,,,,,,,
719,,,,,,,
720,,,,,,,
721,,,,,,,
722,,,,,,,
723,,,,,,,
723,,,,,,,
725,,,,,,,
726,,,,,,,
727,,,,,,,
728,,,,,,,
729,,,,,,,
730,,,,,,,
